Alloy,No,Component,Fraction,a,delta,Tm,Hmix,D_Hmix,Sid,Elec_nega,D_elec_nega,VEC,D_VEC,BulkModulus,D_Bulk,Phase_inshort
Zr45.38Ti9.62Cu8.75Ni10Be26.25,5,Zr Ti Cu Ni Be,45.38 9.62 8.75 10 26.25,1.4006108,0.146607984,1853.515475,-37.99677,12.96712214,1.3782959,1.521077,0.211945158,4.6875,2.909440453,1.07E+11,36.89835458,AM
AlCoCu,3,Al Co Cu,7 1 2,1.3831,0.054240906,1101.783,-5.4,4.272797678,0.801818553,1.695,0.129942295,5.2,3.4,99200000000,36.91287038,IM
Al20Li20Mg10Sc20Ti30,5,Al Li Mg Sc Ti,20 20 10 20 30,1.5171,0.051625095,1314.832,-0.4,14.11674183,1.557113098,1.383,0.225435135,2.8,1.077032961,66300000000,35.58103427,SS
CoCrCuFeZr0.8 ,5,Co Cr Cu Fe Zr,1 1 1 1 0.8,1.312791667,0.099335677,1837.327083,-9.6875,10.48410138,1.60580651,1.73625,0.201097251,7.75,2.349645363,1.47E+11,36.73341988,AM+IM
Al0.5CoCrCuFeNiTi1.4 ,7,Al Co Cr Cu Fe Ni Ti,0.5 1 1 1 1 1 1.4,1.308376812,0.069377252,1743.319565,-14.02226423,9.492334167,1.913479739,1.759565217,0.147642682,7.405797101,2.704364913,1.48E+11,32.64545432,IM+SS
B6Ni21Zr2,3,B Ni Zr,6 21 2,1.182482759,0.173934264,1883.862069,-28.2235434,7.095015022,0.744129541,1.896896552,0.162864518,8.137931034,3.025456796,2.01E+11,66.46445502,IM
Sr46Al14Co20Y21,4,Sr Al Co Y,46 14 20 20,1.801,0.204941992,1327.0858,-4.6048,11.10199212,1.276234208,1.2824,0.37155651,3.74,2.666908322,60311212121,63.65902888,AM
B2MgNi7,3,B Mg Ni,2 1 7,1.1963,0.180114245,1771.5,-14.88,4.722087674,0.801818553,1.876,0.195509591,7.8,3.370459909,1.95E+11,74.37909653,IM
Zr65Al7.5Cu17.5Ni10,4,Zr Al Cu Ni,65 7.5 17.5 10,1.4976,0.099743591,1863.62,-32.2175,8.442054702,1.009557071,1.50875,0.25382265,5.75,3.031088913,94241666667,38.50964796,AM
AlCoCrCuFe0.5Ni,6,Al Co Cr Cu Fe Ni,1 1 1 1 0.5 1,1.286636364,0.054035009,1613.225455,-5.553719008,6.48975044,1.767761472,1.795454545,0.123976804,7.818181818,2.790183501,1.49E+11,37.35113704,SS
Al9Mn4Si3,3,Al Mn Si,9 4 3,1.3591875,0.077075001,1221.139375,-27.140625,5.591037455,0.984086503,1.649375,0.122956738,4.1875,1.666536453,91500000000,18.75499933,IM
TiZrNbMoV0.75,5,Ti Zr Nb Mo V,1 1 1 1 0.75,1.440842105,0.067275694,2389.947368,-2.703601108,2.178467242,1.603568103,1.653157895,0.281855742,4.789473684,0.766327357,1.48E+11,55.65628756,SS
Cu0.5NiCoCrAl0.5Fe3.5,6,Cu Ni Co Cr Al Fe,0.5 1 1 1 0.5 3.5,1.259266667,0.037372801,1754.682667,-2.577777778,4.446064149,1.522699926,1.814666667,0.091423313,8,1.861898673,1.63E+11,25.31789003,SS
Al11Cu11Mg4,3,Al Cu Mg,11 11 4,1.392846154,0.081527091,1111.370769,-2.017751479,0.498221076,1.015832175,1.686538462,0.208731375,6.230769231,4.097914031,98307692308,37.1905377,IM
Zr66Al8Cu12Ni14,4,Zr Al Cu Ni,66 8 12 14,1.50034,0.099572308,1884.01,-35.4448,8.52418585,1.005985909,1.502,0.250543409,5.6,2.905167809,94830000000,40.85106404,AM
Al3Ti,2,Al Ti,3 1,1.4395,0.009024231,1185.3525,-22.5,3.247595264,0.562335145,1.5925,0.030310889,3.25,0.433012702,84500000000,14.72243186,IM
AuPb2,2,Au Pb,1 2,1.647333333,0.088137956,846.1833333,1.777777778,0.10475656,0.636514168,2.4,0.098994949,6.333333333,3.299831646,1.04E+11,82.02438662,IM
Gd40Al24Co20Y16,4,Gd Al Co Y,40 24 20 16,1.6026,0.144754321,1499.8728,-34.3168,10.30763721,1.324124835,1.4376,0.27646743,4.2,2.4,76000000000,54.19225037,AM
Sm2Fe17Ni3,3,Sm Fe Ni,2 17 3,1.293409091,0.126309038,1757.331818,-2.661157025,3.193049896,0.688917086,1.780909091,0.195096924,7.818181818,1.668869068,1.59E+11,38.52926332,IM
Al2TiVCrCuFeMnCoNi,9,Al Ti V Cr Cu Fe Mn Co Ni,2 1 1 1 1 1 1 1 1,1.3257,0.062715627,1635.471,-15.44,8.589318017,2.163955657,1.712,0.14239382,6.6,2.727636339,1.37E+11,37.83331865,SS
TiZrNbMoV2,5,Ti Zr Nb Mo V,1 1 1 1 2,1.414833333,0.070711992,2346.833333,-2.666666667,1.837537268,1.560710409,1.648333333,0.250959271,4.833333333,0.687184271,1.50E+11,49.77825056,SS
Ni3Sn4,2,Ni Sn,3 4,1.459714286,0.126793306,1029.188571,-3.918367347,0.040397686,0.682908105,1.938571429,0.024743583,6.571428571,2.969229956,1.10E+11,60.37434244,IM
SrCaYbMgZnCu,6,Sr Ca Yb Mg Zn Cu,1 1 1 1 1 1,1.683666667,0.181418082,1038.408333,-13.11111111,6.147032474,1.791759469,1.318333333,0.349543353,5.333333333,4.384315479,52482323232,43.57005907,AM
CuMgSb,3,Cu Mg Sb,1 1 1,1.403,0.100931888,1061.516667,-5.333333333,5.490732934,1.098612289,1.753333333,0.319409177,6,3.741657387,75666666667,45.50702022,IM
MoSi2,2,Mo Si,1 2,1.223,0.080944358,2090,-31.11111111,1.833239803,0.636514168,1.986666667,0.122565175,4.666666667,0.942809042,1.43E+11,61.2825877,IM
TiZrNbMoV1.5,5,Ti Zr Nb Mo V,1 1 1 1 1.5,1.423818182,0.070059046,2361.727273,-2.710743802,1.962769907,1.594166699,1.65,0.262054817,4.818181818,0.715818898,1.49E+11,51.89886064,SS
FeCoNiCrCuAl2.8,6,Fe Co Ni Cr Cu Al,1 1 1 1 1 2.8,1.31725641,0.065658878,1469.036667,-10.28270874,6.716758413,1.684516763,1.754871795,0.131165814,6.717948718,3.104576588,1.34E+11,44.80507861,SS
GdTbDyTmLu,5,Gd Tb Dy Tm Lu,1 1 1 1 1,1.7302,0.050718319,1730.8,0,0,1.609437912,1.208,0.059126982,3,4.44E-16,42140000000,3.815547143,SS
CoCrMnNiV,5,Co Cr Mn Ni V,1 1 1 1 1,1.2824,0.033312919,1875.6,-9.12,4.359192586,1.609437912,1.726,0.142912561,7.4,1.854723699,1.60E+11,21.9089023,SS
Sr36Al24Co20Y20,4,Sr Al Co Y,36 24 20 20,1.729,0.210408066,1315.4328,-12.9088,11.82112013,1.354077539,1.3484,0.365214238,3.84,2.618090908,66721818182,61.65684605,AM
Ni60Zr27Nb8Al5,4,Ni Zr Nb Al,60 27 8 5,1.36633,0.114185823,1878.0335,-42.4704,8.718633256,1.011860276,1.7136,0.253856337,7.63,2.924568344,1.45E+11,50.08005466,AM
Mg60Cu29Y10Si,4,Mg Cu Y Si,60 29 10 1,1.52295,0.114128758,1144.3233,-7.2164,4.045657299,0.941789149,1.478,0.277517567,4.73,4.022076578,72700000000,43.37983402,AM
Al85.8Co9.1Y5.1,3,Al Co Y,85.8 9.1 5.1,1.434399,0.069566942,1053.55426,-12.993552,5.52776373,0.501293639,1.61468,0.119871171,3.546,1.725654658,83679000000,31.42871233,AM
La55Al25Ni5Cu15,4,La Al Ni Cu,55 25 5 15,1.64545,0.160356368,1179.583,-31.93,7.898110185,1.109738552,1.388,0.332995495,4.55,3.106042498,64400000000,47.83137046,AM
Fe91Hf7B2,3,Fe Hf B,91 7 2,1.25617,0.084490513,1870.39,-7.6132,4.726629741,0.350211381,1.7971,0.139508387,7.62,1.214742771,1.69E+11,26.468094,SS
Al2Ce,2,Al Ce,2 1,1.563,0.118529736,979.3133333,-33.77777778,1.990374643,0.636514168,1.446666667,0.230988215,3,0,58000000000,25.45584412,IM
AlCrCuFeNiTi,6,Al Cr Cu Fe Ni Ti,1 1 1 1 1 1,1.318,0.070092151,1658.54,-13.66666667,9.238606597,1.791759469,1.741666667,0.144846662,7,2.943920289,1.39E+11,36.27058802,SS
Cr55Co24Nb7B14,4,Cr Co Nb B,55 24 7 14,1.20202,0.133699616,2144.54,-19.7604,7.83184931,1.132722278,1.7618,0.147379646,6.23,1.853941747,1.88E+11,53.93134525,AM
FeSi2,2,Fe Si,1 2,1.182333333,0.035086212,1728.333333,-31.11111111,1.833239803,0.636514168,1.876666667,0.032998316,5.333333333,1.885618083,1.23E+11,32.99831646,IM
Al0.5CrFeNiCoCuTi0.6,7,Al Cr Fe Ni Co Cu Ti,0.5 1 1 1 1 1 0.6,1.288229508,0.059215207,1717.394262,-8.395592583,8.194404329,1.915349257,1.788360656,0.132308387,7.852459016,2.559687901,1.53E+11,31.46379567,SS
Mg2Sm1,2,Mg Sm,2 1,1.670666667,0.058972593,1063.716667,-5.333333333,0.314269681,0.636514168,1.263333333,0.065996633,2.333333333,0.471404521,42666666667,3.299831646,IM
CrNbTiZr ,4,Cr Nb Ti Zr,1 1 1 1,1.43575,0.087813408,2249.75,-5,3.640054945,1.386294361,1.5325,0.12437343,4.75,0.829156198,1.28E+11,39.93647299,IM+SS
NiCoCrMnV,5,Ni Co Cr Mn V,1 1 1 1 1,1.2824,0.033312919,1875.6,-9.12,4.359192586,1.609437912,1.726,0.142912561,7.4,1.854723699,1.60E+11,21.9089023,IM+SS
Mg65Cu15Zn10Y10,4,Mg Cu Zn Y,65 15 10 10,1.55205,0.094555407,1052.7835,-6.27,3.464426468,1.025093912,1.4235,0.227382387,4.45,4.030818775,61350000000,33.91942659,AM
FeCrMnNiCo,5,Fe Cr Mn Ni Co,1 1 1 1 1,1.2674,0.032694636,1801.2,-4.16,2.197598689,1.609437912,1.766,0.138361844,8,1.414213562,1.62E+11,22.27105745,SS
CoCrFeNiCuAl0.5 ,6,Co Cr Fe Ni Cu Al,1 1 1 1 1 0.5,1.269272727,0.041692079,1693.000909,-1.520661157,5.643485011,1.767761472,1.815454545,0.109325505,8.272727273,2.339032787,1.58E+11,29.54755237,IM+SS
Cu51Zr14,2,Cu Zr,51 14,1.348,0.09911268,1523.665692,-15.54745562,3.063658263,0.521004041,1.777230769,0.234320672,9.492307692,2.877622293,1.25E+11,28.43364884,IM
Cu50Zr45Al5,3,Cu Zr Al,50 45 5,1.43195,0.110454894,1683.1585,-24.76,4.810342607,0.855688667,1.629,0.277432875,7.45,3.55633238,1.06E+11,34.34249372,AM
CuNi2FeMn2Cr,5,Cu Ni Fe Mn Cr,1 2 1 2 1,1.28,0.035676948,1691.824286,-0.489795918,3.903636582,1.549826046,1.758571429,0.154774358,8.428571429,1.761261144,1.53E+11,24.32769481,SS
Cu0.5NiAlCoCrFeTi,7,Cu Ni Al Co Cr Fe Ti,0.5 1 1 1 1 1 1,1.310769231,0.069893208,1698.516154,-17.18343195,9.338829301,1.925121191,1.750769231,0.142475992,7,2.717464882,1.46E+11,37.81862664,AM
Al0.3NbTa0.8Ti1.4V0.2Zr1.3,6,Al Nb Ta Ti V Zr,0.3 1 0.8 1.4 0.2 1.3,1.4793,0.053047552,2316.4882,-4.864,7.240567591,1.61932983,1.4988,0.106595309,4.34,0.58685603,1.26E+11,48.19255832,SS
CoCrFeNiAl1.17,5,Co Cr Fe Ni Al,1 1 1 1 1.17,1.288673114,0.060206608,1659.411973,-13.10042688,5.664080751,1.607341859,1.772475822,0.122292978,7.061895551,2.553118222,1.51E+11,41.03274543,SS
Cd3Mg,2,Cd Mg,3 1,1.57625,0.009065452,676.415,-4.5,0.649519053,0.562335145,1.595,0.164544827,9.5,4.330127019,42750000000,1.299038106,IM
Ti45Cu25Ni15Sn3Be7Zr5,6,Ti Cu Ni Sn Be Zr,45 25 15 3 7 5,1.37201,0.09479659,1702.8449,-21.198,9.756478121,1.431601604,1.6897,0.195153555,6.51,3.410263919,1.26E+11,29.89304355,AM
CoFeSiB,4,Co Fe Si B,1 1 1 1,1.11625,0.156988976,1903.5,-34.5,10.4208325,1.386294361,1.9125,0.077902182,6,2.549509757,1.93E+11,79.8044485,AM
Ni45Ti20Zr35,3,Ni Ti Zr,45 20 35,1.41415,0.11328335,1910.6,-43.47,11.98115336,1.048653789,1.633,0.26151673,6.7,2.984962311,1.28E+11,49.24800828,AM
Al0.8CrCu1.5FeMnNi,6,Al Cr Cu Fe Mn Ni,0.8 1 1.5 1 1 1,1.293428571,0.049563605,1590.703333,-1.74351222,6.112714217,1.772346011,1.76,0.143039566,7.920634921,2.596099561,1.43E+11,32.17190535,SS
AlCoCrFeNi,5,Al Co Cr Fe Ni,1 1 1 1 1,1.2838,0.057778896,1684.094,-12.32,5.504703443,1.609437912,1.778,0.120565335,7.2,2.481934729,1.53E+11,39.30597919,IM+SS
La55Al25Ni15Cu5,4,La Al Ni Cu,55 25 15 5,1.64225,0.163464401,1216.606,-35.35,6.73988965,1.109738552,1.389,0.334542972,4.45,2.906458326,68400000000,55.10571658,AM
B6Co21Sb2,3,B Co Sb,6 21 2,1.167275862,0.152900334,1828.398621,-12.6706302,6.937889802,0.744129541,1.924827586,0.07266459,7.482758621,2.499940546,1.99E+11,70.64217076,IM
Al0.3NbTaTi1.4Zr1.3,5,Al Nb Ta Ti Zr,0.3 1 1 1.4 1.3,1.48386,0.048446225,2360.7682,-4.4096,7.272507347,1.519249346,1.4936,0.103184495,4.34,0.58685603,1.28E+11,49.92191247,SS
Al1.2CrCuFeNi2,5,Al Cr Cu Fe Ni,1.2 1 1 1 2,1.28683871,0.056031122,1600.795806,-6.784599376,6.622239813,1.565665384,1.797096774,0.125703018,7.838709677,2.863527874,1.49E+11,38.01253969,IM+SS
Cu0.76Si0.24,2,Cu Si,0.76 0.24,1.248,0.042776756,1436.7852,-13.8624,2.194182289,0.551079928,1.9,0,9.32,2.989581911,1.30E+11,17.0833252,IM
Ti50Cu20Ni24Si4B2,5,Ti Cu Ni Si B,50 20 24 4 2,1.34816,0.096916084,1771.214,-29.8816,11.90449196,1.217964591,1.7252,0.186174542,6.82,3.241542843,1.37E+11,39.17192872,AM
Al3Zr,2,Al Zr,3 1,1.47475,0.050208627,1232.1025,-33,4.763139721,0.562335145,1.54,0.121243557,3.25,0.433012702,74708333333,2.237232293,IM
Zr42.63Ti12.37Cu11.25Ni10Be23.75,5,Zr Ti Cu Ni Be,42.63 12.37 11.25 10 23.75,1.4004833,0.142199464,1843.317225,-36.140275,13.33804195,1.439464421,1.535102,0.217392708,4.9125,3.038065791,1.08E+11,36.57506861,AM
Ag5Cd8,2,Ag Cd,5 8,1.520692308,0.039350514,840.6469231,-1.893491124,0.051817021,0.666278442,1.782307692,0.116761021,11.61538462,0.486504255,64307692308,28.21724681,IM
TiZrHfCuNi,5,Ti Zr Hf Cu Ni,1 1 1 1 1,1.4334,0.103363704,1932.154,-27.36,13.31702069,1.609437912,1.596,0.265525893,6.6,3.2,1.22E+11,36.31498007,AM
CoCrCuFeNiTi0.8 ,6,Co Cr Cu Fe Ni Ti,1 1 1 1 1 0.8,1.281827586,0.057000242,1792.684483,-6.753864447,8.17788008,1.788636338,1.795172414,0.133225779,8.137931034,2.300286908,1.58E+11,23.79060457,IM+SS
Al2Sm,2,Al Sm,2 1,1.558,0.114371572,1070.696667,-33.77777778,1.990374643,0.636514168,1.463333333,0.207417989,3,0,63333333333,17.91337179,IM
AlCo2CrCu0.5FeNi,6,Al Co Cr Cu Fe Ni,1 2 1 0.5 1 1,1.278307692,0.051715835,1671.900769,-7.668639053,5.905401994,1.711845135,1.803076923,0.115317929,7.769230769,2.454316328,1.56E+11,36.09258312,SS
FeNiCrCoAl2.5,5,Fe Ni Cr Co Al,1 1 1 1 2.5 ,1.318,0.068416796,1510.873077,-16.09467456,5.773695577,1.519382665,1.739230769,0.127246674,6.230769231,2.805320389,1.35E+11,47.3961025,SS
Ni39.8Cu5.97Ti15.92Zr29.86Al9.95Si0.5,6,Ni Cu Ti Zr Al Si,39.8 5.97 15.92 29.86 9.95 0.5,1.403784118,0.1084412,1778.966798,-43.72846432,14.14411443,1.435963506,1.652559804,0.249713613,6.653333333,3.157906148,1.24E+11,48.21048163,AM
B6Ni21Sn2,3,B Ni Sn,6 21 2,1.183655172,0.175813149,1771.936552,-14.15457788,5.867272128,0.744129541,1.940344828,0.052422867,8.137931034,3.025456796,2.01E+11,68.25893207,IM
Ag3Ga,2,Ag Ga,3 1,1.43175,0.016029106,1001.925,-3.75,0.541265877,0.562335145,1.9,0.051961524,9,3.464101615,89000000000,19.05255888,IM
Ni3Sn,2,Ni Sn,3 1,1.3395,0.120900896,1422.27,-3,0.433012702,0.562335145,1.9225,0.021650635,8.5,2.598076211,1.50E+11,52.82754963,IM
Ni60Nb20Hf5Ti15,4,Ni Nb Hf Ti,60 20 5 15,1.3316,0.081853106,2003.25,-31.64,7.662797139,1.062737568,1.762,0.190934544,7.8,2.712931993,1.64E+11,27.27636339,AM
AlCo1.5CrCu0.5FeNi,6,Al Co Cr Cu Fe Ni,1 1.5 1 0.5 1 1,1.280583333,0.053348519,1663.8925,-7.833333333,6.052034527,1.748155457,1.796666667,0.117780398,7.666666667,2.527625148,1.54E+11,36.88570937,SS
Cu2Sb,2,Cu Sb,2 1,1.295333333,0.018924114,1206.44,6.222222222,0.366647961,0.636514168,1.95,0.070710678,9,2.828427125,1.07E+11,46.19764304,IM
Cu0.5NiAlCoCrFe,6,Cu Ni Al Co Cr Fe,0.5 1 1 1 1 1,1.283272727,0.055127965,1654.428182,-7.933884298,6.17851619,1.767761472,1.789090909,0.120185807,7.545454545,2.606412943,1.52E+11,37.66840972,AM
FeCoNiCrCuAl2.3,6,Fe Co Ni Cr Cu Al,1 1 1 1 1 2.3,1.30939726,0.06402995,1505.719315,-9.375117283,6.763699733,1.725450926,1.764794521,0.129795515,6.97260274,3.047444934,1.38E+11,43.60513036,SS
FeNiCoSiCrAlTi,7,Fe Ni Co Si Cr Al Ti,1 1 1 1 1 1 1,1.290571429,0.080766107,1721.21,-35.02040816,14.60115913,1.945910149,1.761428571,0.142571142,6.285714286,2.547507786,1.39E+11,39.80975165,SS
CoCrFeNiAl2,5,Co Cr Fe Ni Al,1 1 1 1 2,1.3085,0.066780149,1558.99,-15.44444444,5.889907902,1.560710409,1.75,0.126622799,6.5,2.753785274,1.40E+11,45.99154512,SS
Cu9In4,2,Cu In,9 4,1.364769231,0.095366926,1072.225385,8.520710059,0.682749203,0.61724177,1.863076923,0.055384615,8.538461538,3.692307692,1.07E+11,49.23230769,IM
Zr66Al8Cu7Ni19,4,Zr Al Cu Ni,66 8 7 19,1.49874,0.101361866,1902.5215,-39.2688,7.932141274,0.977985616,1.5025,0.251345877,5.55,2.819131072,96830000000,43.88039919,AM
Al2B6Co20,3,Al B Co,2 6 20,1.171571429,0.161583745,1832.676429,-18.57142857,3.130342164,0.758936773,1.895,0.102312546,7.285714286,2.710523709,2.03E+11,66.80645209,IM
Al3In,2,Al In,3 1,1.464,0.037859034,807.54,5.25,0.757772228,0.562335145,1.6525,0.073612159,3,0,65332500000,18.47665199,IM
AlCoCrCu0.5FeNi0.5,6,Al Co Cr Cu Fe Ni,1 1 1 0.5 1 0.5,1.287,0.056845453,1647.071,-7.28,6.093450911,1.748067349,1.777,0.119503138,7.3,2.60959767,1.49E+11,38.4,SS
AuCu3,2,Au Cu,1 3,1.319,0.053839335,1352.66,-6.75,0.974278579,0.562335145,2.06,0.277128129,11,0,1.60E+11,34.64101615,IM
SbY,2,Sb Y,1 1,1.566,0.150702427,1351.39,-68,0,0.693147181,1.635,0.415,4,1,41500000000,0.5,IM
Al2FeTi,3,Al Fe Ti,2 1 1,1.39175,0.063152898,1404.735,-24.75,5.552659836,1.039720771,1.6475,0.109173028,4.5,2.061552813,1.08E+11,38.39270764,IM
Cu3Sb,2,Cu Sb,3 1,1.291,0.017441255,1244.2725,5.25,0.757772228,0.562335145,1.9375,0.064951905,9.5,2.598076211,1.16E+11,42.43524479,IM
NbTiVZr,4,Nb Ti V Zr,1 1 1 1,1.4525,0.070483977,2250.5,-0.25,1.598338982,1.386294361,1.525,0.117153745,4.5,0.5,1.28E+11,39.93647299,SS
CoCuFeNiV,5,Co Cu Fe Ni V,1 1 1 1 1,1.2664,0.022034208,1769.554,-2.24,5.683154054,1.609437912,1.83,0.10373042,8.6,2.059126028,1.66E+11,14.96662955,SS
MoNbTaVW,5,Mo Nb Ta V W,1 1 1 1 1,1.381,0.031480181,2962.8,-4.64,2.219693673,1.609437912,1.85,0.343394817,5.4,0.489897949,2.14E+11,53.88877434,SS
Cr45Co34Nb7B14,4,Cr Co Nb B,45 34 7 14,1.20222,0.133726928,2103.34,-20.2084,8.090024941,1.187527751,1.7838,0.146961083,6.53,2.027091512,1.90E+11,53.22583959,AM
Pt5Al3,2,Pt Al,5 3,1.403875,0.015518142,1625.92625,-41.25,1.331338025,0.661563238,2.02875,0.324362355,7.375,3.388860428,1.72E+11,74.55492941,IM
AlCrCuFeMnNi,6,Al Cr Cu Fe Mn Ni,1 1 1 1 1 1,1.299333333,0.053876835,1588.206667,-5.111111111,6.358785763,1.791759469,1.743333333,0.142556032,7.5,2.62995564,1.41E+11,35.09510887,SS
Cu0.75NiCoFeCrAl0.25,6,Cu Ni Co Fe Cr Al,0.75 1 1 1 1 0.25,1.2607,0.032503327,1747.739,-0.71,4.940735851,1.721904941,1.8215,0.103163705,8.4,2.059126028,1.63E+11,24.18594633,SS
ZrHfTiCuFe,5,Zr Hf Ti Cu Fe,1 1 1 1 1,1.4324,0.104324491,1948.754,-15.84,8.475225071,1.609437912,1.58,0.247951608,6.2,2.856571371,1.20E+11,33.21813427,AM
Mg65Cu7.5Ni7.5Zn5Ag5Y10,6,Mg Cu Ni Zn Ag Y,65 7.5 7.5 5 5 10,1.55215,0.096142622,1107.66325,-7.35,4.0436619,1.198380707,1.43825,0.249938868,4.325,3.823529129,65850000000,42.34533622,AM
AlCoCrCuNi,5,Al Co Cr Cu Ni,1 1 1 1 1,1.2912,0.055242051,1593.448,-6.56,6.631488521,1.609437912,1.792,0.129522199,7.8,2.925747768,1.47E+11,38.56630654,SS
Co1.5Cr0.5FeMn0.5Ni,5,Co Cr Fe Mn Ni,1.5 0.5 1 0.5 1,1.258444444,0.025893325,1786.777778,-3.50617284,1.792350495,1.522955068,1.814444444,0.11805,8.444444444,1.257078722,1.69E+11,18.52592445,SS
Cu47Ti34Zr11Ni8,4,Cu Ti Zr Ni,47 34 11 8,1.37375,0.086264529,1670.4119,-15.4404,7.281925809,1.166514431,1.7157,0.214113311,7.77,3.420102338,1.25E+11,27.32836718,AM
Cu0.5Ti0.5CrFeCoNiAl0.5,7,Cu Ti Cr Fe Co Ni Al,0.5 0.5 1 1 1 1 0.5,1.286,0.059680175,1746.021818,-10.84297521,7.979873413,1.893788232,1.782727273,0.130877521,7.636363636,2.459590774,1.55E+11,32.32070697,SS
BNi2,2,B Ni,1 2,1.104,0.181900657,1934.666667,-21.33333333,1.257078722,0.636514168,1.953333333,0.061282588,7.666666667,3.299831646,2.27E+11,65.99663291,IM
Al6Mn,2,Al Mn,6 1,1.420285714,0.020202993,1017.117143,-9.306122449,3.392150518,0.410116318,1.601428571,0.020995626,3.571428571,1.399708424,82285714286,15.39679267,IM
Al85.8Ni9.1Y5.1,3,Al Ni Y,85.8 9.1 5.1,1.433944,0.070176939,1049.91426,-14.097564,5.58586201,0.501293639,1.61741,0.126064237,3.637,2.013263768,83679000000,31.42871233,AM
FeSi2,2,Fe Si,1 1,1.197,0.036758563,1749,-35,0,0.693147181,1.865,0.035,6,2,1.35E+11,35,IM
Cu46Zr42Al7Y5,4,Cu Zr Al Y,46 42 7 5,1.45148,0.118644069,1673.6271,-24.8776,7.394921373,1.057488298,1.6063,0.28143438,7.1,3.612478374,1.02E+11,36.12964526,AM
CoFeMnNiV,5,Co Fe Mn Ni V,1 1 1 1 1,1.2808,0.034408139,1801.8,-8.96,4.304862367,1.609437912,1.76,0.143387587,7.8,1.720465053,1.62E+11,22.27105745,SS
FeNi2CrCuAl0.8,5,Fe Ni Cr Cu Al,1 2 1 1 0.8,1.276827586,0.049557717,1646.818276,-4.613555291,6.27048773,1.549620069,1.81,0.119625854,8.172413793,2.653156422,1.54E+11,34.00356699,SS
CdMg,2,Cd Mg,1 1,1.5845,0.01041338,758.61,-6,0,0.693147181,1.5,0.19,7,5,43500000000,1.5,IM
CuCoNiCrAl2.5Fe,6,Cu Co Ni Cr Al Fe,1 1 1 1 2.5 1,1.312666667,0.064784844,1490.459333,-9.777777778,6.753727823,1.709472777,1.760666667,0.130459019,6.866666667,3.073904502,1.36E+11,44.15125517,SS
Mg3Sm1,2,Mg Sm,3 1,1.65325,0.054740453,1028.5375,-4.5,0.649519053,0.562335145,1.275,0.060621778,2.25,0.433012702,43250000000,3.031088913,IM
Be2Ti,2,Be Ti,2 1,1.239333333,0.127043392,1687,-26.66666667,1.571348403,0.636514168,1.56,0.014142136,2.666666667,0.942809042,1.23E+11,9.428090416,IM
CuNi2FeCrAl0.4,5,Cu Ni Fe Cr Al,1 2 1 1 0.4,1.265333333,0.03859423,1699.658889,-1.700960219,5.609742251,1.497551163,1.824814815,0.110398952,8.555555556,2.330686329,1.59E+11,27.62178421,SS
CuNi2FeCrAl1.5,5,Cu Ni Fe Cr Al,1 2 1 1 1.5,1.293538462,0.059313193,1569.996154,-8.047337278,6.771829357,1.56495725,1.788461538,0.128891496,7.615384615,2.975243016,1.45E+11,40.12701727,SS
BNi3,2,B Ni,1 3,1.1395,0.16188101,1883,-18,2.598076211,0.562335145,1.9425,0.056291651,8.25,3.031088913,2.15E+11,60.62177826,IM
Al0.5CoCrCuFeNiV1.0 ,7,Al Co Cr Cu Fe Ni V,0.5 1 1 1 1 1 1.0,1.276461538,0.040357597,1768.385385,-5.25443787,6.171554345,1.925121191,1.786923077,0.120791277,7.769230769,2.454316328,1.58E+11,27.19119245,IM+SS
Mg70Ni15Nd15,3,Mg Ni Nd,70 15 15,1.5536,0.083639826,1099.4,-6.9,3.601989034,0.818808456,1.3745,0.232754699,3.35,2.815581645,63300000000,49.23626712,AM
Co63Fe9Zr8B20,4,Co Fe Zr B,63 9 8 20,1.19206,0.1751633,1916.67,-27.7244,9.010911186,1.031743318,1.8635,0.171092811,7.31,2.536513355,1.98E+11,67.41701895,AM
SrCaYbMgZn,5,Sr Ca Yb Mg Zn,1 1 1 1 1,1.7648,0.152531711,974.536,-13.12,6.454963981,1.609437912,1.202,0.255765518,4.2,3.919183588,34978787879,20.97087403,AM
CaCu5,2,Ca Cu,1 5,1.394333333,0.186561732,1317.308333,-7.222222222,2.153250645,0.450561209,1.75,0.335410197,9.5,3.354101966,1.20E+11,45.83939354,IM
Ni60Nb10Hf5Ti25,4,Ni Nb Hf Ti,60 10 5 25,1.3349,0.084158165,1922.35,-32.96,7.386904088,1.033114088,1.756,0.196784146,7.7,2.83019434,1.58E+11,31.55946768,AM
FeCoNiCrCuAl0.3,6,Fe Co Ni Cr Cu Al,1 1 1 1 1 0.3,1.263132075,0.034226856,1721.662453,0.156639373,5.187950399,1.735856225,1.823207547,0.103682636,8.471698113,2.142153506,1.61E+11,25.37437732,SS
Al0.5CoCrCuFeNiTi0.4,7,Al Co Cr Cu Fe Ni Ti,0.5 1 1 1 1 1 0.4,1.282338983,0.054909985,1709.814407,-6.42344154,7.597097364,1.895815043,1.796779661,0.126242176,7.983050847,2.500789878,1.55E+11,30.95770947,SS
Mg17Sr2,2,Mg Sr,17 2,1.659,0.101927429,936.3684211,-1.506925208,0.76510522,0.336495758,1.272105263,0.110481194,2,0,41515151515,10.15999194,IM
